Year,Month,Day,Hour,Minutes,WTC,WRH,GHR,DHR,WD,WDR,RGT,RDT,1A Trina_power,1A_model1_predict,1A_model2_predict,1A_model3_predict
2020.0,1.0,1.0,6.9999995,0.0,26.475153,26.081675,162.15337,56.253025,33.677536,0.0,89.18805,48.19026,1.3559332,2.4617758,2.4731033,2.3824134
2020.0,1.0,1.0,6.9999995,5.0,26.830187,23.874067,184.13145,60.059135,33.177525,0.0,103.59674,51.176495,2.1965334,2.6102982,2.6285176,2.5398452
2020.0,1.0,1.0,6.9999995,10.0,27.303814,22.543364,205.89793,63.810493,32.720444,0.0,120.53069,54.154552,1.4687333,2.7612257,2.7837434,2.6969786
2020.0,1.0,1.0,6.9999995,14.999999,27.597961,22.269592,225.95987,66.61394,32.253742,0.0,138.59354,56.979244,0.84366673,2.900323,2.921833,2.836487
2020.0,1.0,1.0,6.9999995,20.0,27.4982,21.532722,249.44283,70.42803,31.87381,0.0,160.11479,60.65758,1.0051332,3.0512922,3.0655777,2.981237
2020.0,1.0,1.0,6.9999995,25.0,27.305204,21.550259,272.90952,73.56928,31.644732,0.0,181.0969,63.94259,2.8616667,3.1946006,3.1975358,3.1147678
2020.0,1.0,1.0,6.9999995,29.999998,27.541267,21.518473,294.54684,74.75937,31.38,0.0,202.50238,66.59942,3.0025332,3.3357913,3.331723,3.2510982
2020.0,1.0,1.0,6.9999995,35.0,27.885065,20.99326,307.84216,76.30852,31.167507,0.0,223.5042,69.21554,1.2412667,3.4384127,3.426695,3.3446348
2020.0,1.0,1.0,6.9999995,40.0,28.161505,20.462471,321.37015,79.02568,30.885126,0.0,244.02553,71.99137,1.2249999,3.5416365,3.522859,3.4397635
2020.0,1.0,1.0,6.9999995,45.0,28.31863,19.941315,344.34866,82.15051,30.641245,0.0,266.08755,75.40158,2.4470665,3.6837375,3.6585672,3.5784593
2020.0,1.0,1.0,6.9999995,50.0,28.516531,19.537373,366.09467,84.15374,30.399364,0.0,286.00845,77.04346,3.7241333,3.820162,3.7897968,3.7131648
2020.0,1.0,1.0,6.9999995,55.0,29.126623,18.555094,387.60657,86.06987,30.10086,0.0,305.05212,78.581696,2.8348668,3.9617727,3.9326847,3.860337
2020.0,1.0,1.0,8.0,0.0,29.352526,18.251177,410.35486,89.273926,29.708637,0.0,327.56906,82.210144,1.5372667,4.0120273,4.0293183,3.976798
2020.0,1.0,1.0,8.0,5.0,29.507206,18.045732,433.0309,92.7885,29.483025,0.0,350.17853,85.23148,1.72,4.139981,4.162806,4.113383
2020.0,1.0,1.0,8.0,10.0,29.578718,17.921213,454.34512,95.14692,29.292088,0.0,371.23468,87.952576,4.326733,4.255561,4.28238,4.2360773
2020.0,1.0,1.0,8.0,14.999999,30.115347,17.169662,470.5149,97.35239,29.02906,0.0,389.03278,90.652306,4.7620664,4.3561306,4.391025,4.3465657
2020.0,1.0,1.0,8.0,20.0,30.458225,16.630033,492.35223,100.836006,28.821981,0.0,408.33563,93.00198,4.8388,4.477873,4.5204005,4.479855
2020.0,1.0,1.0,8.0,25.0,30.28072,16.654154,516.57886,106.149475,28.702692,0.0,428.61002,95.35122,4.9754,4.5978746,4.642422,4.606408
2020.0,1.0,1.0,8.0,29.999998,30.371082,16.726698,533.4201,107.71453,28.779438,0.0,450.3586,99.17869,5.0820665,4.676894,4.7198324,4.6857433
2020.0,1.0,1.0,8.0,35.0,30.604452,16.45784,551.4375,109.31006,28.744478,0.0,472.54584,101.97762,5.2078667,4.7681665,4.8137245,4.7819033
2020.0,1.0,1.0,8.0,40.0,30.586382,16.471222,571.77045,112.61484,28.73334,0.0,491.75784,104.45096,5.3110003,4.862155,4.908855,4.8808827
2020.0,1.0,1.0,8.0,45.0,30.730515,16.316534,604.1115,114.56275,28.716644,0.0,508.65604,106.10204,5.400134,5.0017033,5.0591044,5.0412145
2020.0,1.0,1.0,8.0,50.0,30.973587,16.360113,626.17804,117.07625,28.676184,0.0,524.45935,107.85529,5.4583335,5.1020246,5.163812,5.151818
2020.0,1.0,1.0,8.0,55.0,30.967123,16.172857,647.62134,120.95544,28.57964,0.0,542.9813,111.48035,5.5684667,5.192874,5.2580895,5.250252
2020.0,1.0,1.0,9.0,0.0,31.321697,15.578539,666.2298,123.75816,28.500937,0.0,561.23553,116.51659,5.639667,5.2356524,5.352723,5.348291
2020.0,1.0,1.0,9.0,5.0,31.597803,15.298857,685.0339,128.01122,28.380243,0.0,576.4319,120.19072,5.6882,5.3167615,5.4458337,5.4447727
2020.0,1.0,1.0,9.0,10.0,31.376287,15.559718,703.3344,133.57372,28.19969,0.0,595.34674,123.84218,5.769867,5.3891015,5.5258846,5.527476
2020.0,1.0,1.0,9.0,14.999999,31.488815,15.44702,716.5958,137.67142,28.04226,0.0,615.0206,128.69962,5.8498,5.4429183,5.587369,5.589588
2020.0,1.0,1.0,9.0,20.0,31.517193,15.51885,728.16003,140.8248,27.988346,0.0,632.1887,131.1287,5.9030666,5.489219,5.638892,5.641955
2020.0,1.0,1.0,9.0,25.0,31.8105,15.130717,745.04846,143.78284,27.78521,0.0,651.7431,135.5338,5.965201,5.5583577,5.7201347,5.7249527
2020.0,1.0,1.0,9.0,29.999998,32.061764,14.896602,766.56555,144.92233,27.652987,0.0,669.6323,136.78993,6.0061326,5.643554,5.8205132,5.829537
2020.0,1.0,1.0,9.0,35.0,32.33142,14.744518,790.5595,150.55103,27.415989,0.0,690.58624,142.64285,6.0706673,5.73415,5.925439,5.938282
2020.0,1.0,1.0,9.0,40.0,32.42528,14.744092,802.8849,155.31807,27.311329,0.0,707.3313,147.45876,6.1088,5.77741,5.972892,5.9864426
2020.0,1.0,1.0,9.0,45.0,32.67245,14.6454525,808.4389,155.894,27.177372,0.0,722.6823,150.53668,6.169367,5.7993145,5.997408,6.0100136
2020.0,1.0,1.0,9.0,50.0,32.765984,14.572089,819.3167,158.60669,27.067892,0.0,741.9627,152.6696,6.2483006,5.839533,6.044119,6.056678
2020.0,1.0,1.0,9.0,55.0,32.9494,14.812395,833.8981,159.48795,26.936632,0.0,758.11273,153.3702,6.3077,5.893169,6.1056805,6.120838
2020.0,1.0,1.0,10.0,0.0,33.32656,14.450791,849.5334,159.83598,26.780615,0.0,771.569,154.91887,6.3664002,5.966173,6.212378,6.2197585
2020.0,1.0,1.0,10.0,5.0,33.42326,14.267108,870.30975,164.45195,26.691807,0.0,783.9549,157.04051,6.4197335,6.0366416,6.298908,6.3096766
2020.0,1.0,1.0,10.0,10.0,33.47687,14.405306,895.21655,165.01268,26.816797,0.0,797.16254,157.95506,6.482434,6.104442,6.3883376,6.4053826
2020.0,1.0,1.0,10.0,14.999999,33.59434,14.325788,914.68933,165.31668,26.73098,0.0,810.08344,158.95438,6.5138,6.1621995,6.4642987,6.4851127
2020.0,1.0,1.0,10.0,20.0,33.631607,14.508161,932.581,166.7083,26.659525,0.0,824.28925,159.01115,6.5292673,6.2152042,6.5332603,6.557501
2020.0,1.0,1.0,10.0,25.0,34.252487,14.113456,943.21814,165.52625,26.426615,0.0,840.56464,161.28526,6.5489006,6.2532473,6.5874624,6.6119456
2020.0,1.0,1.0,10.0,29.999998,34.144817,14.097219,954.9568,168.74365,26.098507,0.0,853.8892,162.80919,6.543567,6.292974,6.6355867,6.6604147
2020.0,1.0,1.0,10.0,35.0,34.428524,14.023229,965.3375,171.75699,25.646952,0.0,868.8501,165.247,6.5690336,6.338304,6.6885176,6.7126493
2020.0,1.0,1.0,10.0,40.0,34.81322,13.970079,975.6872,176.19975,25.543444,0.0,885.8081,169.2987,6.658499,6.369342,6.728984,6.7530136
2020.0,1.0,1.0,10.0,45.0,35.36164,13.45208,981.66174,174.53053,25.382345,0.0,898.2058,172.6191,6.663067,6.38526,6.75509,6.778428
2020.0,1.0,1.0,10.0,50.0,35.030727,13.52595,998.3557,179.91736,24.97018,0.0,913.22595,172.86084,6.658033,6.4410167,6.819876,6.843703
2020.0,1.0,1.0,10.0,55.0,35.622334,13.271209,1015.7611,179.02017,24.485611,0.0,927.84924,173.64276,6.696432,6.506965,6.900764,6.925282
2020.0,1.0,1.0,11.0,0.0,35.27287,13.631439,1039.7107,191.91028,24.252275,0.0,945.33264,182.16315,6.757267,6.6359816,7.0256095,7.032109
2020.0,1.0,1.0,11.0,5.0,35.30927,13.5847,1051.8248,194.56688,24.198082,0.0,956.81683,187.81194,6.778967,6.651124,7.05606,7.0644045
2020.0,1.0,1.0,11.0,10.0,35.558613,13.630808,1058.6144,196.09143,24.114275,0.0,965.7574,190.92747,6.7850986,6.6630335,7.0771194,7.0865965
2020.0,1.0,1.0,11.0,14.999999,36.03111,13.342052,1072.0022,200.48927,24.14705,0.0,976.07574,189.92131,6.826866,6.7092724,7.1354723,7.145469
2020.0,1.0,1.0,11.0,20.0,36.019062,13.2929945,1072.2264,198.3878,24.172434,0.0,987.1337,189.51071,6.808901,6.6912007,7.130763,7.1413937
2020.0,1.0,1.0,11.0,25.0,36.685642,13.024268,1070.8396,185.65501,24.092787,0.0,1002.72754,187.85677,6.8462663,6.664949,7.131768,7.143451
2020.0,1.0,1.0,11.0,29.999998,36.642357,13.108244,1078.5862,185.93184,24.005947,0.0,1016.0064,189.31662,6.901966,6.6692023,7.1512704,7.1641073
2020.0,1.0,1.0,11.0,35.0,36.57288,13.230725,1072.0676,179.4345,24.001904,0.0,1024.85,187.5453,6.8386006,6.628166,7.1202593,7.133841
2020.0,1.0,1.0,11.0,40.0,36.72798,13.66032,1075.253,174.55283,23.925312,0.0,1029.4321,180.15712,6.816601,6.641251,7.1396337,7.1556206
2020.0,1.0,1.0,11.0,45.0,37.166412,13.165461,1085.2855,175.98813,23.87332,0.0,1042.1166,179.67558,6.926399,6.668788,7.1821,7.1977386
2020.0,1.0,1.0,11.0,50.0,37.521034,13.100596,1084.5575,172.22882,23.959938,0.0,1050.0051,181.15521,6.9787,6.647975,7.170102,7.1867027
2020.0,1.0,1.0,11.0,55.0,37.37822,13.188655,1086.3184,174.33875,23.974152,0.0,1058.067,182.66797,7.008167,6.6379437,7.163071,7.179983
2020.0,1.0,1.0,12.0,0.0,37.18409,13.471255,1089.5465,177.31766,24.10838,0.0,1064.8695,182.71849,7.0502005,6.733107,7.2226806,7.218432
2020.0,1.0,1.0,12.0,5.0,37.75857,13.415799,1083.4523,168.15497,24.032368,0.0,1065.6674,181.33626,6.9540997,6.707997,7.205882,7.2033844
2020.0,1.0,1.0,12.0,10.0,37.925983,12.539535,1092.7208,167.8008,23.876644,0.0,1074.874,187.58607,6.971,6.711449,7.229835,7.227332
2020.0,1.0,1.0,12.0,14.999999,37.90751,12.598048,1110.7036,180.13748,23.710976,0.0,1086.1194,197.48845,7.0434003,6.751006,7.277238,7.275413
2020.0,1.0,1.0,12.0,20.0,37.602993,12.912247,1107.731,172.40562,23.81646,0.0,1085.1827,193.59155,6.9851675,6.716146,7.2514734,7.253445
2020.0,1.0,1.0,12.0,25.0,37.951023,12.40398,1122.9264,174.43079,23.683533,0.0,1087.2502,194.43494,7.025167,6.7624893,7.3068175,7.309903
2020.0,1.0,1.0,12.0,29.999998,37.698936,12.644829,1139.1995,180.2144,24.05611,0.0,1087.6028,195.28238,7.0924664,6.7843223,7.336685,7.344396
2020.0,1.0,1.0,12.0,35.0,37.134907,13.114932,1134.7994,173.74574,24.23645,0.0,1066.9749,189.6454,7.052534,6.763299,7.2982078,7.31147
2020.0,1.0,1.0,12.0,40.0,38.03948,12.610823,1119.2025,164.2607,24.131264,0.0,1051.5538,182.47264,6.9386005,6.754824,7.268423,7.281031
2020.0,1.0,1.0,12.0,45.0,38.321445,12.398566,1117.1476,164.94847,24.036007,0.0,1052.8711,184.9038,6.9474,6.7492404,7.2582974,7.270384
2020.0,1.0,1.0,12.0,50.0,38.113182,12.572128,1126.6917,172.23318,24.015734,0.0,1062.1768,191.51222,7.0496664,6.754716,7.2689347,7.281935
2020.0,1.0,1.0,12.0,55.0,38.5832,12.485354,1122.9393,166.488,23.995878,0.0,1064.4761,190.84499,7.075667,6.737432,7.2544417,7.2682123
2020.0,1.0,1.0,13.0,0.0,38.848267,12.109877,1118.755,169.59248,23.794258,0.0,1066.2692,192.5856,7.0624676,6.862115,7.3081765,7.2960057
2020.0,1.0,1.0,13.0,5.0,38.574467,12.197372,1114.5222,171.10349,23.804735,0.0,1064.9694,195.1641,7.056967,6.832781,7.2782335,7.2673745
2020.0,1.0,1.0,13.0,10.0,38.037533,12.564443,1108.2029,171.5067,23.87139,0.0,1058.9708,193.61652,7.0178328,6.801066,7.240196,7.2315373
2020.0,1.0,1.0,13.0,14.999999,38.976727,12.350159,1101.5369,168.01202,23.734104,0.0,1056.8113,194.08647,6.9723334,6.7965145,7.231528,7.2226157
2020.0,1.0,1.0,13.0,20.0,38.98253,12.182871,1068.7755,177.22829,23.40113,0.0,1030.7037,198.49054,6.8278337,6.7487345,7.121646,7.1071315
2020.0,1.0,1.0,13.0,25.0,38.72109,12.226652,1039.0198,185.49496,23.19012,0.0,995.67664,206.55692,6.577133,6.6865916,6.99565,6.977984
2020.0,1.0,1.0,13.0,29.999998,38.711838,12.195341,1061.4854,191.32678,23.082422,0.0,1008.4822,208.07141,6.8384,6.745916,7.073555,7.058083
2020.0,1.0,1.0,13.0,35.0,38.741894,12.372441,1082.4177,194.38739,23.068462,0.0,1014.0332,202.64842,6.9195666,6.813279,7.15327,7.1412077
2020.0,1.0,1.0,13.0,40.0,39.088997,12.066317,979.20355,201.1886,22.95033,0.0,938.82855,203.01245,6.2531004,6.59358,6.79322,6.765682
2020.0,1.0,1.0,13.0,45.0,39.40293,11.8452215,1027.1726,201.1838,22.831308,0.0,960.62787,211.81134,6.680934,6.7032194,6.947295,6.9278364
2020.0,1.0,1.0,13.0,50.0,39.52833,11.715273,1067.0151,200.16782,22.47097,0.0,975.7764,201.66924,6.824667,6.8409915,7.115299,7.1005373
2020.0,1.0,1.0,13.0,55.0,39.152016,11.984458,1068.7792,206.22858,22.225744,0.0,976.3873,193.72653,6.745267,6.8748837,7.136451,7.1206093
2020.0,1.0,1.0,13.999999,0.0,39.240932,12.067537,1060.2983,196.74886,21.707325,0.0,967.44556,185.2783,6.628367,7.0014462,7.181881,7.143589
2020.0,1.0,1.0,13.999999,5.0,38.783825,12.276666,1049.6653,197.74048,21.25497,0.0,948.4423,180.61893,6.573467,6.9945717,7.152561,7.1139097
2020.0,1.0,1.0,13.999999,10.0,39.327145,12.105984,1024.2981,190.14836,20.860954,0.0,937.89935,175.87054,6.449434,6.941555,7.0871363,7.0457144
2020.0,1.0,1.0,13.999999,14.999999,39.32021,11.904634,1010.1554,192.89305,20.507755,0.0,937.0086,176.44281,6.4819007,6.9100356,7.0468025,7.0017333
2020.0,1.0,1.0,13.999999,20.0,38.92063,12.071552,1001.5733,195.6408,20.655235,0.0,940.3542,175.04843,6.476067,6.8680844,7.0048947,6.95943
2020.0,1.0,1.0,13.999999,25.0,39.01532,12.024817,978.55273,187.57678,20.572426,0.0,934.2967,171.245,6.4934993,6.7921267,6.9228773,6.875751
2020.0,1.0,1.0,13.999999,29.999998,39.257946,11.865023,936.1396,185.32423,20.240978,0.0,898.52716,166.79347,6.4709,6.6967,6.780727,6.7278566
2020.0,1.0,1.0,13.999999,35.0,39.192318,11.902429,913.94885,208.96323,20.126646,0.0,882.0991,180.47658,6.325734,6.6400323,6.680327,6.620252
2020.0,1.0,1.0,13.999999,40.0,39.6272,11.802917,950.1974,200.00299,19.574972,0.0,891.6782,179.63115,6.5866666,6.7614903,6.8277655,6.77507
2020.0,1.0,1.0,13.999999,45.0,40.049984,11.535015,939.1422,203.15953,19.00012,0.0,887.6677,182.4965,6.474134,6.7538295,6.8050756,6.747726
2020.0,1.0,1.0,13.999999,50.0,40.164616,11.309098,923.90894,204.6383,18.287527,0.0,874.8154,184.1351,6.4448,6.733029,6.7629848,6.700955
2020.0,1.0,1.0,13.999999,55.0,40.190792,11.325944,889.20013,217.71645,17.738953,0.0,849.73566,189.76385,6.299534,6.652909,6.638357,6.567285
2020.0,1.0,1.0,15.0,0.0,39.7891,11.581712,865.1894,233.41685,17.65004,0.0,829.6525,199.3394,6.2237,6.6660376,6.5545483,6.4611983
2020.0,1.0,1.0,15.0,5.0,40.306732,11.299255,823.4501,233.17902,17.740376,0.0,801.8782,210.42677,6.0073676,6.478515,6.3554444,6.258308
2020.0,1.0,1.0,15.0,10.0,40.256203,11.209678,820.5626,236.98355,17.533361,0.0,780.5867,211.19592,6.003367,6.468287,6.339813,6.2439203
2020.0,1.0,1.0,15.0,14.999999,39.6283,11.456226,877.46155,241.54877,17.436472,0.0,817.00494,212.50084,6.472567,6.664021,6.561418,6.473143
2020.0,1.0,1.0,15.0,20.0,39.77934,11.39008,780.9374,230.49437,17.587679,0.0,759.3853,205.43251,5.865199,6.293021,6.157509,6.057591
2020.0,1.0,1.0,15.0,25.0,39.61055,11.439413,753.99945,228.00531,17.645159,0.0,729.3867,204.37189,5.7055,6.167587,6.021997,5.9208727
2020.0,1.0,1.0,15.0,29.999998,39.549114,11.459143,816.57196,233.73679,17.271242,0.0,753.0446,205.26753,6.095233,6.426236,6.297611,6.206683
2020.0,1.0,1.0,15.0,35.0,40.108658,11.25383,756.07,226.51143,16.531223,0.0,723.44977,206.84584,5.7226005,6.2011757,6.060721,5.958809
2020.0,1.0,1.0,15.0,40.0,39.744896,11.437935,798.06506,245.41298,16.171381,0.0,735.1278,210.80104,6.089733,6.3878665,6.2449903,6.1475453
2020.0,1.0,1.0,15.0,45.0,39.23499,11.658635,642.0436,231.62518,16.491772,0.0,632.187,200.32245,4.8870335,5.6920147,5.519639,5.4016137
2020.0,1.0,1.0,15.0,50.0,39.17251,11.736661,608.3578,242.95268,16.958744,0.0,565.8447,192.29633,4.7259007,5.522076,5.3465233,5.2302194
2020.0,1.0,1.0,15.0,55.0,39.244038,11.674562,616.66907,261.21436,17.425951,0.0,529.61383,197.38863,4.8701,5.5224037,5.349173,5.2406583
2020.0,1.0,1.0,16.0,0.0,39.82896,11.393159,642.01715,246.20148,17.143303,0.0,574.31866,197.86493,5.1168,5.73818,5.4923773,5.3734117
2020.0,1.0,1.0,16.0,5.0,40.542812,10.980536,669.55786,228.74937,16.631401,0.0,592.69354,189.92928,5.4420667,5.898728,5.6672187,5.5520415
2020.0,1.0,1.0,16.0,10.0,39.801792,11.338477,701.35,215.15782,16.397831,0.0,611.8505,175.81227,5.6662335,6.057115,5.8298755,5.7199993
2020.0,1.0,1.0,16.0,14.999999,39.99681,11.32709,687.6643,195.08344,16.044508,0.0,611.1298,162.43282,5.672034,6.0179434,5.8006682,5.6896234
2020.0,1.0,1.0,16.0,20.0,39.770214,11.305622,638.55396,184.98587,15.90866,0.0,578.67285,153.27052,5.4239664,5.790867,5.5771713,5.4605393
2020.0,1.0,1.0,16.0,25.0,39.700836,11.3526945,605.1921,193.08124,15.851115,0.0,547.19415,148.61679,5.2324667,5.640647,5.429622,5.3085318
2020.0,1.0,1.0,16.0,29.999998,39.50602,11.381755,503.25256,196.13553,16.33743,0.0,491.14075,148.52669,4.4019666,5.093953,4.8937964,4.758005
2020.0,1.0,1.0,16.0,35.0,39.03455,11.646479,448.83716,206.77121,17.135836,0.0,424.60242,154.08824,3.9200335,4.7015586,4.5288334,4.395583
2020.0,1.0,1.0,16.0,40.0,39.148052,11.644867,467.35696,211.0313,17.888474,0.0,418.1705,160.80243,4.2191668,4.7434177,4.570292,4.4451256
2020.0,1.0,1.0,16.0,45.0,39.404343,11.449281,545.454,211.59991,18.065062,0.0,460.45712,172.35945,5.1145663,5.1291103,4.936907,4.8241196
2020.0,1.0,1.0,16.0,50.0,39.72372,11.154861,537.3571,191.24843,17.876911,0.0,464.88226,162.8216,5.0748334,5.110904,4.91924,4.804876
2020.0,1.0,1.0,16.0,55.0,39.476913,11.340585,463.17487,169.96391,17.64407,0.0,438.70834,155.29488,4.4775333,4.7206016,4.538115,4.4114914
2020.0,1.0,1.0,17.0,0.0,39.35815,11.510467,510.20123,178.48184,17.67364,0.0,447.8903,157.5618,5.1597667,5.030312,4.7480593,4.6235514
2020.0,1.0,1.0,17.0,5.0,39.45583,11.383734,462.53146,181.04974,17.644997,0.0,418.5287,164.23882,4.7005005,4.727682,4.472798,4.3451233
2020.0,1.0,1.0,17.0,10.0,38.85266,11.748349,288.24435,153.38374,18.128693,0.0,311.86823,154.10165,2.7716334,3.6185412,3.4392796,3.3082013
2020.0,1.0,1.0,17.0,14.999999,38.912952,11.723609,295.92865,167.63675,18.783026,0.0,283.8961,152.90758,2.9202332,3.6045048,3.4564981,3.3339279
2020.0,1.0,1.0,17.0,20.0,38.71023,11.734056,208.70125,175.44002,19.615223,0.0,222.75528,153.40138,1.6717335,2.9639452,2.9022381,2.7868547
2020.0,1.0,1.0,17.0,25.0,38.225224,11.979195,221.81204,176.57146,20.954216,0.0,213.90553,160.41774,1.9436332,2.9492698,2.8777447,2.7688208
2020.0,1.0,1.0,17.0,29.999998,38.386692,11.853472,235.44432,192.95001,22.001482,0.0,213.45856,165.70204,1.9701666,2.9940412,2.9222524,2.8143368
2020.0,1.0,1.0,17.0,35.0,38.199444,11.920322,239.58853,194.2545,22.961365,0.0,213.71404,163.90187,2.0872664,3.000386,2.9140553,2.8050456
2020.0,1.0,1.0,17.0,40.0,38.084255,11.9709835,244.07571,182.23607,23.447325,0.0,215.92635,157.90767,2.2498,3.0304158,2.9255903,2.815218
2020.0,1.0,1.0,17.0,45.0,38.146713,11.944903,269.2729,166.32195,23.845966,0.0,225.77396,148.12103,2.8558667,3.2087262,3.0707376,2.959572
2020.0,1.0,1.0,17.0,50.0,38.320152,11.848854,270.31662,156.22252,23.904331,0.0,226.99773,136.13799,2.6347666,3.2558417,3.1102843,2.9964397
2020.0,1.0,1.0,17.0,55.0,38.30828,11.756744,185.51796,127.71846,23.658384,0.0,181.5125,117.366394,0.8221999,2.7382762,2.655478,2.540838
2020.0,1.0,1.0,18.0,0.0,37.977818,11.942371,179.23543,107.4912,23.891455,0.0,162.17117,102.221664,0.7867999,2.7543175,2.5350807,2.4307854
2020.0,1.0,1.0,18.0,5.0,38.13961,11.843423,161.51341,99.62738,24.080158,0.0,143.74625,93.291794,0.8189,2.6281066,2.4418304,2.3397202
2020.0,1.0,1.0,18.0,10.0,37.901,11.926139,116.528824,94.2327,24.121452,0.0,116.36418,86.691795,0.99003327,2.3076196,2.1778104,2.0803697
2020.0,1.0,1.0,18.0,14.999999,37.61536,12.060145,105.72047,88.377,24.512648,0.0,99.44256,80.34728,0.78803325,2.202393,2.0962238,2.0021403
2020.0,1.0,1.0,18.0,20.0,37.42854,12.0898075,86.707245,77.80166,25.146914,0.0,85.92442,71.49589,0.39749998,2.06233,1.9719187,1.8785886
2020.0,1.0,1.0,18.0,25.0,37.261288,12.171538,88.97891,76.92543,25.545038,0.0,78.79105,66.4583,0.4016667,2.0600998,1.977715,1.8844849
2020.0,1.0,1.0,18.0,29.999998,37.28744,12.134785,75.420746,72.92755,25.9741,0.0,72.06214,64.92712,0.42799994,1.9518992,1.8861107,1.7936083
2020.0,1.0,1.0,18.0,35.0,37.178738,12.151285,67.35659,63.474182,26.367552,0.0,66.00366,60.331577,0.453,1.8867016,1.8266302,1.7340124
2020.0,1.0,1.0,18.0,40.0,37.0654,12.174951,71.32152,61.456734,26.781654,0.0,63.299824,58.279343,0.3876333,1.8971298,1.8355255,1.7423426
2020.0,1.0,1.0,18.0,45.0,37.015587,12.186788,69.93598,61.311653,26.85305,0.0,62.04375,56.934914,0.39953327,1.8843122,1.830148,1.7361736
2020.0,1.0,1.0,18.0,50.0,36.900455,12.20336,56.524845,53.337624,27.045694,0.0,54.20036,49.48357,0.26796666,1.8015699,1.7594994,1.6650097
2020.0,1.0,1.0,18.0,55.0,36.816395,12.26022,44.979256,44.505306,27.312746,0.0,47.45041,44.198345,0.27170002,1.7237526,1.68987,1.5953228
2020.0,1.0,2.0,6.9999995,0.0,26.946291,17.100088,157.426,61.775925,33.00185,0.0,89.9807,52.233055,1.7798666,2.4658518,2.5035012,2.410895
2020.0,1.0,2.0,6.9999995,5.0,27.47567,15.696574,179.60796,64.99167,32.62753,0.0,104.386375,55.338627,2.1757336,2.6144567,2.65819,2.5672364
2020.0,1.0,2.0,6.9999995,10.0,28.385202,14.466994,199.43054,68.87832,32.256527,0.0,120.47284,58.3064,0.9558001,2.7606347,2.8129134,2.7233186
2020.0,1.0,2.0,6.9999995,14.999999,28.905542,14.179569,220.49805,72.77877,31.842375,0.0,138.49524,61.344788,0.8326,2.908478,2.962339,2.8741772
2020.0,1.0,2.0,6.9999995,20.0,29.313414,14.040688,243.62053,76.37254,31.464401,0.0,158.4142,65.12794,1.5392001,3.0628977,3.1148832,3.0287454
2020.0,1.0,2.0,6.9999995,25.0,29.668085,13.943988,265.03644,78.272064,31.073622,0.0,179.44145,68.231125,2.9239337,3.2094069,3.2573915,3.172679
2020.0,1.0,2.0,6.9999995,29.999998,30.118053,13.294708,288.79617,80.79223,30.68679,0.0,200.7739,70.615974,2.4447334,3.3712566,3.4181175,3.3358443
2020.0,1.0,2.0,6.9999995,35.0,30.363277,13.044321,304.47717,83.45911,30.289076,0.0,221.82596,73.42898,1.1348,3.4884143,3.528976,3.4460554
2020.0,1.0,2.0,6.9999995,40.0,30.897343,12.818758,319.4589,86.21075,29.953928,0.0,242.4828,76.55426,1.2188666,3.6034312,3.63932,3.5562997
2020.0,1.0,2.0,6.9999995,45.0,31.15761,12.540603,343.61823,90.248726,29.414122,0.0,265.6228,81.2608,3.170867,3.7583296,3.7911346,3.711397
2020.0,1.0,2.0,6.9999995,50.0,31.316689,12.438177,365.8584,95.190735,29.086248,0.0,287.4875,85.26824,3.6968,3.8976,3.9233308,3.8461795
2020.0,1.0,2.0,6.9999995,55.0,31.744938,12.058318,387.40216,100.06994,28.724667,0.0,305.76865,88.55539,2.0604,4.035746,4.059254,3.9857302
2020.0,1.0,2.0,8.0,0.0,31.77656,11.842169,413.51144,103.97517,28.596893,0.0,327.89774,91.9053,1.5461334,4.095795,4.1617174,4.1070433
2020.0,1.0,2.0,8.0,5.0,31.900421,11.747944,433.77795,105.82398,28.48941,0.0,350.53842,95.31062,2.3918002,4.2076955,4.2749248,4.2218437
2020.0,1.0,2.0,8.0,10.0,32.16748,11.474949,452.5222,106.815094,28.354717,0.0,369.5005,96.500435,4.5169334,4.3171124,4.3882923,4.337193
2020.0,1.0,2.0,8.0,14.999999,32.334694,11.383301,472.97998,109.19572,28.194572,0.0,389.70807,99.47862,4.710867,4.428268,4.5021315,4.453726
2020.0,1.0,2.0,8.0,20.0,32.60837,11.243846,493.34702,111.10814,27.922834,0.0,410.00174,102.80101,4.792,4.5407286,4.618927,4.573491
2020.0,1.0,2.0,8.0,25.0,32.68244,11.048996,513.73895,114.28008,27.756714,0.0,429.15497,104.21757,4.9269333,4.651618,4.732247,4.6895337
2020.0,1.0,2.0,8.0,29.999998,32.77379,11.019579,532.1972,116.599106,27.617939,0.0,449.49872,106.75221,5.0119333,4.748448,4.8294897,4.7889705
2020.0,1.0,2.0,8.0,35.0,32.932304,10.876589,550.1154,119.76372,27.378408,0.0,468.67773,108.81746,5.085734,4.847494,4.9301496,4.891694
2020.0,1.0,2.0,8.0,40.0,33.424202,10.525626,567.0716,121.25748,27.027786,0.0,489.95117,111.86406,5.2065997,4.9469457,5.034171,4.9973116
2020.0,1.0,2.0,8.0,45.0,33.530025,10.494608,598.65674,124.99189,26.777758,0.0,509.3676,114.20045,5.306733,5.0945845,5.1894755,5.16046
2020.0,1.0,2.0,8.0,50.0,33.812115,10.361164,629.2201,126.38205,26.505875,0.0,529.5481,116.43448,5.3996,5.2358227,5.3402333,5.3186803
